,Local authority code,Local authority name,LSOA code,LSOA name,1996-03-01 00:00:00,1996-06-01 00:00:00,1996-09-01 00:00:00,1996-12-01 00:00:00,1997-03-01 00:00:00,1997-06-01 00:00:00,1997-09-01 00:00:00,1997-12-01 00:00:00,1998-03-01 00:00:00,1998-06-01 00:00:00,1998-09-01 00:00:00,1998-12-01 00:00:00,1999-03-01 00:00:00,1999-06-01 00:00:00,1999-09-01 00:00:00,1999-12-01 00:00:00,2000-03-01 00:00:00,2000-06-01 00:00:00,2000-09-01 00:00:00,2000-12-01 00:00:00,2001-03-01 00:00:00,2001-06-01 00:00:00,2001-09-01 00:00:00,2001-12-01 00:00:00,2002-03-01 00:00:00,2002-06-01 00:00:00,2002-09-01 00:00:00,2002-12-01 00:00:00,2003-03-01 00:00:00,2003-06-01 00:00:00,2003-09-01 00:00:00,2003-12-01 00:00:00,2004-03-01 00:00:00,2004-06-01 00:00:00,2004-09-01 00:00:00,2004-12-01 00:00:00,2005-03-01 00:00:00,2005-06-01 00:00:00,2005-09-01 00:00:00,2005-12-01 00:00:00,2006-03-01 00:00:00,2006-06-01 00:00:00,2006-09-01 00:00:00,2006-12-01 00:00:00,2007-03-01 00:00:00,2007-06-01 00:00:00,2007-09-01 00:00:00,2007-12-01 00:00:00,2008-03-01 00:00:00,2008-06-01 00:00:00,2008-09-01 00:00:00,2008-12-01 00:00:00,2009-03-01 00:00:00,2009-06-01 00:00:00,2009-09-01 00:00:00,2009-12-01 00:00:00,2010-03-01 00:00:00,2010-06-01 00:00:00,2010-09-01 00:00:00,2010-12-01 00:00:00,2011-03-01 00:00:00,2011-06-01 00:00:00,2011-09-01 00:00:00,2011-12-01 00:00:00,2012-03-01 00:00:00,2012-06-01 00:00:00,2012-09-01 00:00:00,2012-12-01 00:00:00,2013-03-01 00:00:00,2013-06-01 00:00:00,2013-09-01 00:00:00,2013-12-01 00:00:00,2014-03-01 00:00:00,2014-06-01 00:00:00,2014-09-01 00:00:00,2014-12-01 00:00:00,2015-03-01 00:00:00,2015-06-01 00:00:00,2015-09-01 00:00:00,2015-12-01 00:00:00,2016-03-01 00:00:00,2016-06-01 00:00:00,2016-09-01 00:00:00,2016-12-01 00:00:00,2017-03-01 00:00:00,2017-06-01 00:00:00,2017-09-01 00:00:00,2017-12-01 00:00:00,2018-03-01 00:00:00,2018-06-01 00:00:00,2018-09-01 00:00:00,2018-12-01 00:00:00,2019-03-01 00:00:00,2019-06-01 00:00:00,2019-09-01 00:00:00,2019-12-01 00:00:00,2020-03-01 00:00:00,2020-06-01 00:00:00,2020-09-01 00:00:00,2020-12-01 00:00:00,2021-03-01 00:00:00,2021-06-01 00:00:00,2021-09-01 00:00:00,2021-12-01 00:00:00,2022-03-01 00:00:00,2022-06-01 00:00:00,2022-09-01 00:00:00,2022-12-01 00:00:00
4202,E09000030,Tower Hamlets,E01004238,Tower Hamlets 008D,48657,47488,48667,48293,48000,48104,48227,49347,47671,49932,49264,51702,48586,54113,55205,63010,64076,77388,83128,91219,92325,104535,107774,107391,103400,113202,116084,117960,117791,128068,132477,139414,141198,154241,148279,161793,165830,184744,182525,208332,222989,243519,229381,243766,245804,249496,222394,226598,226537,227270,212763,215751,223693,226574,222058,223810,233492,236314,235586,236993,244370,249920,249210,251232,254639,264242,265715,270441,270018,278270,277351,282591,282320,291412,296169,305545,306536,310450,314619,321630,328599,336374,348450,354996,364666,366567,368280,358525,356841,344992,345701,328126,349878,354065,376147,382745,389889,384222,406586,408360,399889,382605,396355,392114,362964,329926,348658,349050
4203,E09000030,Tower Hamlets,E01004239,Tower Hamlets 008E,37763,47004,48331,47818,49410,52482,53852,52047,53518,53502,55965,54828,59475,58198,67458,71531,77171,74228,80396,81172,83627,81057,87931,91494,98737,104685,119567,127828,133279,136133,149790,156781,158124,161066,175161,180934,171843,168924,170424,176288,170537,174692,180011,189666,187244,196074,202058,208876,208857,218993,239863,218663,207706,204135,214608,190142,186722,189960,205174,190670,194510,203742,217711,209130,212684,220833,235003,231409,229733,234896,245269,246902,244073,254929,275111,286522,285965,303634,326673,342777,338592,356193,380385,385864,363027,366817,386217,383160,359642,360218,387428,385652,362869,358874,388049,390462,364666,355069,373804,383923,353577,344507,361519,387864,358230,350259,361155,399492
4204,E09000030,Tower Hamlets,E01004240,Tower Hamlets 012A,46592,38178,38365,34752,41266,33601,36218,37092,47491,45646,52173,55796,62205,60801,69681,77149,83481,83191,86484,91678,94717,96474,100988,110125,116587,120119,119798,125665,127020,130873,130793,137454,143985,158391,166113,180429,185653,189740,188481,188809,184865,187404,184940,184493,191152,203661,209398,212658,225120,236439,237811,232764,241093,244209,245324,239876,248669,244424,246032,233378,238427,219960,230413,223053,231900,209729,243224,240842,247300,229399,247411,235499,230798,251121,289288,302286,328152,334051,348754,350264,349668,356510,367240,370468,368537,374273,382821,386884,387931,393671,430744,458129,486518,520210,532042,566113,580906,610050,595778,592041,531874,535626,457500,531441,437869,443162,346340,465674
4205,E09000030,Tower Hamlets,E01004241,Tower Hamlets 012B,30598,30821,41655,32555,32140,33733,42236,42050,42321,44845,51081,58711,59674,65047,70564,86090,86538,88696,93545,110231,111778,116611,123213,136630,138000,137412,139754,146993,145782,146205,149166,152324,151544,152381,150073,163657,162317,161867,150716,162799,168116,167385,149635,168730,179079,178741,176554,181371,196807,195525,196041,194421,330647,320415,319078,327130,338579,329212,330381,338223,348073,339059,341251,349008,196395,200785,201495,185517,189948,200017,202497,216876,249186,294361,332500,312772,323167,358293,374053,332896,332172,370975,360571,332079,332752,359696,351199,334145,336779,330647,320415,319078,327130,338579,329212,330381,338223,348073,339059,291216,309320,304088,299636,302356,326381,314223,306707,315282
4206,E09000030,Tower Hamlets,E01004242,Tower Hamlets 012C,42413,44988,44044,34824,33409,36288,40212,38237,40821,44962,50771,51489,53993,59199,68438,73117,74041,75571,83116,86816,88859,99299,106047,110461,111007,123488,127881,133045,136227,154980,161613,167530,169133,177386,176449,176301,174836,180173,181529,188063,190987,194789,192318,200663,202454,212650,217363,228638,227897,236544,233524,241392,239307,251755,255259,261171,248964,249647,243510,244037,234829,240677,244266,251603,244442,249298,253433,262277,264228,274627,277460,279596,278723,289435,289881,296354,304691,324786,331761,341044,348606,370678,373333,380535,373040,397818,394371,407546,379402,410298,396612,416891,362035,405078,382773,424876,362468,421044,411167,444264,377163,430835,412259,433303,354307,408558,390110,403097
4207,E09000030,Tower Hamlets,E01004243,Tower Hamlets 020A,30474,31021,26115,32066,51004,52105,49271,52461,62444,59972,54114,52464,54860,53268,56652,61207,68599,75532,87434,92801,97116,98434,105746,108584,110550,110713,115745,120528,128060,136400,145416,155452,168472,175352,177984,174822,183011,187312,193444,188513,202645,208763,218780,210174,223681,229461,236713,230126,239768,239458,233027,223830,227049,223900,215167,208762,211724,213657,211539,389492,386442,388405,382385,372537,371589,375580,375563,369691,370118,229124,223174,239291,232480,233857,227710,261825,258786,284025,300655,363487,382666,416000,385753,385695,367707,349995,349224,338455,349633,341372,369981,400578,427845,450655,469610,486921,493835,503182,510661,511185,499308,477541,474732,455240,424917,425097,427440,408109
4208,E09000030,Tower Hamlets,E01004244,Tower Hamlets 020B,42419,45036,44131,47053,45186,48790,49518,52257,52211,55450,55236,56253,57095,62084,63376,63502,63886,71960,75382,78325,84069,99469,105957,108832,113859,125504,128266,128148,136523,146154,147708,151347,159995,165945,165054,170744,176355,177130,178287,189968,192458,191459,194449,208093,203734,199205,206374,230501,217465,210442,214446,235021,212128,199720,198047,208715,193034,182754,183293,214781,215374,220582,244577,248208,236861,228046,230931,241457,232480,226949,234892,255622,248709,241477,252583,283810,289738,286059,303952,360596,348311,331974,337111,393158,373287,345066,332490,364372,371849,337595,320000,340256,366569,335092,325599,315839,359516,350101,355136,366468,402265,401937,400657,406962,407774,405538,405148,416015
4209,E09000030,Tower Hamlets,E01004245,Tower Hamlets 018A,37551,37277,32849,33373,37416,38035,36908,38220,41128,43920,47412,49406,51756,55905,62818,67897,72836,75704,79981,79261,84684,88034,89308,93188,106206,121865,121171,128304,143529,168231,163421,165509,162031,180565,163186,150436,150584,192200,190534,193090,198735,236479,230177,214896,204138,220160,212561,206770,203566,214925,213323,213880,204754,198366,191852,192522,174195,168374,170425,179515,160138,159312,165061,172862,152473,153863,165128,171202,155174,156646,177810,193462,198774,223589,256621,284555,299465,311686,316858,325774,319111,326155,315740,334142,340094,357873,333002,357613,370854,383295,336491,362461,396057,395807,332492,355685,393693,394190,328646,375411,416198,417291,347255,404257,439419,432653,356541,428649
4210,E09000030,Tower Hamlets,E01004246,Tower Hamlets 018B,65946,58967,66454,78317,79292,71390,76648,77756,75275,71046,82584,83218,89273,93766,115105,115601,125623,125555,140826,133729,140213,135028,146797,145259,161391,165499,172997,172439,183788,181625,183089,190290,202891,207685,210316,217900,224415,224225,228611,236411,238486,232901,239624,241409,237879,224006,249549,246612,240416,231804,249987,242015,223742,236431,259998,272323,274058,281213,287250,294302,276786,277423,271000,277260,253676,262344,264957,290643,269051,283050,291246,328190,305523,324625,336029,377884,349148,364686,372076,393194,378419,390160,392532,403168,399475,416928,434805,450221,469509,479514,483412,480828,481789,471919,469978,465007,465734,457891,455124,448425,458001,458235,464381,466805,492421,501100,505831,504518
4211,E09000030,Tower Hamlets,E01004247,Tower Hamlets 020C,43987,43384,43929,41977,44187,43944,47157,47428,51735,53108,58535,58540,61428,60939,65957,64969,69896,73358,83202,85770,92693,100127,108841,112962,121456,136185,143985,147539,149336,160259,163920,169691,176214,193519,203223,212142,216508,220364,218828,212639,212045,211222,202978,208423,220858,227423,227679,227028,232785,226897,217653,208248,206493,200932,197004,194337,196506,194310,193792,196755,197319,196308,194164,205483,207056,208604,206857,227445,244263,246009,250063,251089,269375,264518,279178,274740,301197,295516,327784,303308,354334,350894,396165,394084,435000,381925,393371,354312,336018,310942,368452,359540,366284,342944,385521,386065,387213,364104,385888,384580,383575,366808,375297,376918,373523,360167,352136,353631
4212,E09000030,Tower Hamlets,E01004249,Tower Hamlets 018D,34552,34528,35686,37407,37494,38301,41625,43601,44994,45707,49068,49434,50750,51224,56099,57340,61776,64702,72149,75891,82006,85850,92310,97989,103813,108087,114264,120887,126092,129492,134541,140129,146528,150986,153348,156026,159779,160534,162362,164847,172454,167347,172938,177443,188301,178136,188109,194119,208791,194954,207186,210244,215390,204240,213434,214456,209781,199857,203737,201389,189531,186581,193439,193926,186705,189935,195372,200936,194058,202229,206053,210613,221670,225138,228649,244966,262141,269637,268013,282956,304867,295067,284780,295323,295779,293585,272192,271111,268432,262537,245000,226858,208559,196854,173586,148993,124433,107105,78296,47838,17549,-5141,-39230,-75095,-110682,-138446,-177531,-218418
4213,E09000030,Tower Hamlets,E01004250,Tower Hamlets 020D,27327,29346,29776,38766,33560,42239,48112,63524,64392,71524,73265,83125,80822,86569,85062,90528,90005,94532,93218,94551,92464,94238,96098,97349,98099,111562,122526,132428,132410,146445,162088,172595,172711,183176,200118,210820,208298,213845,222616,221769,211074,207282,207487,206167,201831,214543,224339,227561,213565,230086,228959,224578,199175,215887,218779,224797,204085,225439,223703,219471,192028,200838,190147,186371,189063,205228,204764,213925,237574,245423,239449,249472,278729,287372,288856,309847,337067,341448,354754,367832,367961,361488,385203,371723,334168,340053,372512,388574,372709,403015,445550,479202,457542,463575,476092,469746,410105,380608,360633,361652,338436,327500,329952,367264,360898,344984,337614,374105
4214,E09000030,Tower Hamlets,E01004251,Tower Hamlets 023A,53136,52893,55070,53166,52754,52019,55140,53240,54527,55405,60314,59330,61478,63257,70802,72564,78320,83124,90851,93755,100161,105764,111465,115404,121756,126305,132380,136992,143666,148389,156972,160881,168514,172333,188300,192599,198352,195188,211111,207829,204938,193940,206122,204915,206687,197126,215404,221524,229408,219958,240057,244044,249719,235062,251201,247691,249444,220952,226303,221157,218175,197683,208292,209565,210336,198321,214594,222883,222475,220495,222501,236625,239440,275798,284848,321978,355669,362264,331669,355371,362157,369592,353103,382422,399461,406248,418493,501109,514901,578000,527942,556102,518397,486375,406114,437695,391407,411575,375097,417514,372541,409619,392813,414356,355105,401068,399784,403614
4215,E09000030,Tower Hamlets,E01004252,Tower Hamlets 024A,48055,48187,48090,47382,47732,48583,48330,49438,49733,52947,54147,57530,57610,61905,63984,69668,84692,98832,112800,130000,140368,150621,162704,179573,177291,173932,175455,175233,174385,174705,176437,179540,180621,187544,189641,197033,197635,204198,200847,208043,202745,213220,210694,225399,224519,234928,233275,250280,252330,254413,250136,258757,257541,254493,248071,250469,250039,245069,240653,243170,246419,244278,238033,243083,247706,248121,239176,248833,248959,250621,229890,273194,281118,298161,285031,305200,330774,355119,332227,344882,378871,411790,368079,371907,397125,408233,375261,381122,408000,416887,394026,401162,428365,422301,399779,396395,407910,402436,385359,382550,390814,386670,375159,370951,373711,367258,358178,350839
4216,E09000030,Tower Hamlets,E01004253,Tower Hamlets 024B,54045,47864,44361,38568,43552,41849,44693,46907,53576,53964,57714,60556,62538,62689,67681,74209,76803,79428,86608,96425,97759,99483,102031,107633,108786,116373,126334,138762,144997,153639,160099,166611,162330,160320,158481,164892,157463,157895,166122,187432,183882,188113,196191,216416,208199,210208,209804,215752,197752,195056,192387,200541,197015,203406,203052,202819,199607,204119,203249,201922,206293,219223,218801,215781,218842,236833,237148,243996,251825,284055,283041,291599,290877,317501,306398,323371,333785,367780,351561,371338,390858,417717,399156,415347,455387,440572,409453,400176,400000,394316,389389,386329,397365,399096,410464,407475,409594,407418,412432,421013,402077,396159,396569,417103,376103,375030,376746,414068
4217,E09000030,Tower Hamlets,E01004254,Tower Hamlets 023B,68263,72527,97590,112697,119155,117564,129701,137215,140365,139589,149496,157511,161302,154932,155148,163797,176576,177978,188835,202805,219019,220791,228260,234811,245567,245604,249828,255515,268087,273194,277601,277734,281431,281899,280240,276231,277964,278376,274694,266187,265346,276332,272015,266323,278332,316288,331972,332704,348766,388923,395142,366987,364539,382724,376407,356195,366034,369840,371907,354546,365203,351511,348122,329501,332135,318137,320564,318209,331740,341684,357296,368817,389476,420597,432554,434414,439928,460779,454440,446691,446730,469217,465054,469937,475752,497809,490079,490217,500583,511971,496549,486603,498809,503562,487933,473019,495543,508143,500068,483997,517846,536050,527026,504677,539708,559250,552365,526872
4218,E09000030,Tower Hamlets,E01004255,Tower Hamlets 023C,126769,125978,124492,121202,120453,118280,112624,103875,99502,101018,100914,99663,103266,114266,118935,116971,115286,124574,121749,125771,129770,153177,161023,176899,182291,201624,199151,206722,205059,216724,214711,216680,211390,213704,210637,202509,192985,193513,193679,188433,186904,205003,218333,215535,214269,228548,236307,224689,223909,233032,248850,232285,239440,248000,281362,247307,258555,262514,287786,270197,278780,275093,281893,256590,257479,252603,249445,227518,249702,255004,241747,228467,296498,319470,326697,335929,390983,395504,393012,392237,417437,402775,410230,421680,420354,399808,426668,436391,436963,426380,447280,451818,452979,435973,437248,427951,428483,421541,399841,399039,400412,414355,371741,384534,395554,432349,362389,386084
4219,E09000030,Tower Hamlets,E01004256,Tower Hamlets 024C,75546,89903,83882,73168,64337,72647,70191,60884,54191,61117,67160,65069,64211,73790,87716,91121,95378,104838,117406,115872,118470,120323,127866,124029,131528,134401,146832,148108,158235,163594,176157,177565,179132,181169,185781,182964,177388,174887,177206,178063,178387,181609,191438,199261,207551,213253,223689,227650,230689,229838,233951,227822,226087,230476,236275,231342,229382,238730,241827,240198,235646,242451,241026,240342,237863,243998,240648,240587,246481,245365,246370,241556,263421,259908,273751,268492,304871,297903,314520,300398,336565,318809,337259,328414,364012,344810,361213,352047,373231,342645,354415,349152,363814,331501,343476,346438,357080,330026,345038,354228,356584,328318,343760,358091,354075,326680,342781,361150
4220,E09000030,Tower Hamlets,E01004257,Tower Hamlets 024D,48079,42494,61097,58763,48166,46040,58999,48398,46870,55658,69690,58916,70589,91848,106825,93731,111781,161333,180222,143793,136701,141740,124000,118050,123475,134030,135245,139579,144348,144420,151273,155932,158404,155784,168023,172681,176951,176380,191900,191413,190802,186263,199117,197439,200040,202206,216924,220579,222585,223328,224854,227068,220908,217628,210050,217676,206256,203493,196893,212020,200721,206590,206810,227040,211896,219104,222384,245442,232699,239930,242270,264593,254536,260842,264724,286861,280144,279807,279266,293213,290043,291053,294707,432098,478193,473637,489692,461783,504750,500232,517301,489192,531662,527022,544108,421666,405612,439432,436553,439248,403000,454630,447222,448817,400711,469482,458736,460704
4221,E09000030,Tower Hamlets,E01004258,Tower Hamlets 023D,165128,181661,183631,190046,180872,187646,181977,187157,181667,189395,188648,205432,208589,213378,209593,231794,236547,240325,228520,244822,245339,249760,244791,268823,299366,325879,340732,379376,385700,390547,387154,387356,385715,386936,390528,389589,388415,390710,391885,388771,385119,391225,400966,405691,411141,435012,455046,452421,451271,467878,478157,483793,484591,499710,512833,517939,519276,520955,520547,519304,526613,521133,518069,511261,515399,503361,494408,503108,520278,536687,544173,571525,574830,583162,579824,610349,578858,600084,600844,656202,640228,639540,629189,700664,684274,642776,608453,688942,687068,610328,539894,627539,615558,540000,506843,599315,618900,572424,547626,611027,636417,588378,579628,627286,669669,632695,635888,657140
4222,E09000030,Tower Hamlets,E01004259,Tower Hamlets 007A,48943,50723,50093,52939,53391,55432,55854,58435,60038,61877,63370,66447,70184,73664,78879,85057,92337,98428,103671,107067,112250,117016,121647,124065,128103,132532,137982,141983,150088,156147,160491,161149,165280,164440,167849,170666,177939,178651,186705,194083,200334,193339,199335,206783,214798,213898,224805,233290,240543,240183,240622,236935,234100,233270,231024,228339,222113,237093,240795,243958,244523,248360,245398,246318,248207,247877,246011,250855,254130,251369,253617,270507,285309,294163,302410,329003,351328,363990,372252,391258,405484,408993,413791,423275,434179,436031,449634,439073,434401,422139,429842,411023,394461,376825,385168,371242,359102,356734,377699,378527,376570,385406,407813,407745,399240,409294,426775,424238
4223,E09000030,Tower Hamlets,E01004260,Tower Hamlets 007B,55314,54914,54768,40843,54922,54366,53537,44306,54486,57350,60562,59684,69116,75712,81172,84664,89698,100404,106304,110515,112029,122837,128624,132093,132329,142694,148377,149368,147783,153100,158485,155881,153985,154190,162284,160267,164380,167347,184296,184687,195534,199025,219063,220141,235397,245323,247985,241093,246995,247971,246402,240049,240785,243832,244123,228168,224731,250668,250325,240060,245181,264517,261623,235331,238508,255449,251229,237396,246827,269671,275935,274364,289485,307192,320622,324859,338971,346507,363430,372013,387248,395436,415076,428813,447428,452826,458253,465631,464668,464765,454355,447981,445580,437450,435290,423458,426038,414673,423338,409132,414205,399573,418270,402704,415140,401570,433917,414350
4224,E09000030,Tower Hamlets,E01004261,Tower Hamlets 010A,55127,72081,55562,67148,48874,58467,46150,54865,47335,55260,51554,64499,63235,62955,63167,74323,76611,73675,74888,90574,97135,114658,132761,156137,180750,164908,156346,149200,142123,142791,149903,149803,162166,161689,167671,168221,175906,174179,180259,181765,186222,187149,197025,203501,210227,215607,228978,239827,240839,240996,244904,250084,242342,236137,229833,223807,221887,219747,217552,216000,217448,797519,812625,876669,882477,888504,902994,986439,992933,999006,1013538,320289,347103,364759,375353,394083,396918,404148,417310,415407,418995,415407,421120,427843,797519,812625,876669,882477,888504,902994,986439,992933,999006,1013538,1095653,1102101,1108170,1122700,1204905,1211356,1217426,1231956,1314155,1320606,1326676,1341205,774997,790827
4225,E09000030,Tower Hamlets,E01004262,Tower Hamlets 010B,45361,48869,50901,50401,48292,52502,56577,57603,57166,62208,70191,76262,83247,97903,115930,123159,126530,131450,141293,138992,135317,130877,138620,132773,139765,138993,153008,152722,164618,162259,169278,169099,177457,181249,184767,188222,193258,200662,197402,201925,201132,213013,215384,223893,225744,242054,248687,255766,256661,261038,259916,464291,462907,466210,434974,466565,463498,467433,440740,472881,468722,221306,234576,237208,248910,243802,265777,263331,281857,263838,292323,286628,295142,294263,333716,318618,314760,325571,373123,337941,349798,353323,408472,360190,369370,368420,410060,379769,390067,389109,464291,462907,466210,434974,466565,463498,467433,440740,472881,468722,456662,460588,464849,436449,468201,469461,471790,433549
4226,E09000030,Tower Hamlets,E01004263,Tower Hamlets 007C,46884,47613,40911,37763,43426,44115,40067,39159,44967,50933,54738,58762,64317,70356,75139,77462,79928,92265,102758,108276,110235,121609,128111,126678,125417,138709,146593,147563,150319,161617,164035,164457,174335,185064,186872,188736,197577,208866,207296,208072,211317,223301,221370,220626,219072,236510,239946,242636,234026,246186,245840,244992,234063,246592,251293,253649,242127,247445,255085,262223,250107,246892,254509,258794,243853,241067,250216,258987,249520,259659,272579,287862,286390,304780,320734,334196,329781,343453,349105,524463,250924,315071,312091,424378,101200,174477,166743,294104,-83908,-544,444268,503115,567416,442026,459944,504295,570000,410598,439922,509560,617053,454742,493500,504156,595654,368251,424417,425805
4227,E09000030,Tower Hamlets,E01004264,Tower Hamlets 010C,41357,59258,54874,53712,48544,58963,56961,56985,54214,59025,59630,61629,63773,68167,76992,86976,94684,96842,105286,114571,121512,122277,124002,128380,129750,128379,130022,135895,140958,148636,155049,164343,167626,173952,177048,183171,181504,183349,188732,194753,191875,192345,200235,206528,207384,209512,222991,230432,232380,234926,240881,237534,230295,222895,216102,208559,201593,192840,184846,176718,194349,203620,212523,222121,240006,521884,575277,557476,544051,528662,579581,563260,550654,535789,586190,570218,347122,350395,360395,366599,380731,386201,398209,403436,418832,432980,449322,459294,476163,497204,507155,511321,518634,547737,545465,539427,533363,562962,548147,533644,513166,567158,551507,538817,514014,579751,556037,539371
4228,E09000030,Tower Hamlets,E01004266,Tower Hamlets 007D,86836,88858,86588,86037,93750,99953,102155,98338,94592,94328,95910,99582,107076,123632,140690,148427,152765,168576,186062,196883,214091,216550,217639,218479,225936,226259,229917,218085,221603,208432,203494,199131,220893,223474,234993,237427,258934,257573,252002,235605,246525,243660,251350,244492,272026,286857,295348,277008,291820,304516,314173,294349,305942,329065,340344,321512,322323,359664,381120,383763,384209,459012,438931,404092,412693,346347,337287,295942,387595,325896,377997,493030,610116,473680,517203,712069,719386,554637,534010,807613,660980,573879,565475,723333,615450,604577,604021,792366,605559,695507,721173,836535,766782,835184,854623,910934,878199,873947,893931,909546,910140,840427,877099,877516,937753,830122,880944,875637
4229,E09000030,Tower Hamlets,E01004267,Tower Hamlets 012D,66163,63887,63734,65533,63610,62309,63672,67392,69331,71651,74423,77232,77274,79807,84071,91126,97682,106418,115754,123197,127362,133286,138606,143800,146131,150156,154201,159471,163230,166768,170489,174489,175614,175233,179424,181865,182736,180669,188471,190662,195047,196313,211510,217391,224004,227161,241796,243792,249305,245917,253168,246060,247467,233022,231545,216463,219789,218153,226075,218746,235286,234259,239062,226966,240451,237509,243583,234572,247067,248254,264001,264192,282166,284996,303577,305063,320523,320748,339309,345440,355453,357045,373712,388971,399589,402443,418625,442446,417320,397003,391722,388862,373425,371613,371614,370677,356517,370486,371844,365031,348435,374869,377344,365931,349879,391328,396434,379738
4230,E09000030,Tower Hamlets,E01004268,Tower Hamlets 012E,351693,361965,352226,360258,354129,364049,354593,362539,356486,366300,356919,364837,358802,368585,359224,367134,361104,370878,361522,369429,363401,373172,363817,371724,365696,375466,91297,93901,95214,95556,101446,105549,107577,106875,113320,115634,114632,111697,120113,121563,120900,120605,135248,140273,139851,157100,179695,195932,201762,212736,226158,235639,232977,234100,231879,229450,205193,205030,216576,221055,211334,220000,227928,228520,221038,224297,230095,227636,223181,222897,238900,246491,251618,258088,273868,286664,296896,301903,320265,336054,348320,353043,358858,363851,368835,352987,356271,359366,362987,351683,351778,353811,354965,348720,346008,349046,347940,348038,343459,350169,347900,355823,350000,356919,349243,360661,349838,358128
4231,E09000030,Tower Hamlets,E01004269,Tower Hamlets 014A,36944,38308,39847,40949,46496,47238,48350,49637,53700,54409,56674,59065,62344,79329,94055,108986,128413,128393,130393,132330,131895,127812,129849,134896,135633,135232,139072,145957,147105,147955,156400,164598,169070,168628,176280,179276,178778,173885,182545,185233,189554,190460,201298,205742,210442,214509,221884,232427,237039,237612,233394,243581,244560,246581,236067,250016,247104,247674,232836,241322,234984,241544,232047,243550,240320,251855,246257,245215,227672,248892,234446,255336,259023,312352,329259,336885,336549,411715,433981,435340,449925,527590,523102,498170,475610,540000,532904,486798,438723,498584,492781,453491,408878,498574,505388,475256,423570,526270,535516,495994,449548,564686,575160,526846,435636,543830,536565,460756
4232,E09000030,Tower Hamlets,E01004270,Tower Hamlets 014B,39816,44288,49945,62667,65105,71883,78200,90418,92126,97739,100253,109332,110919,120355,126129,137163,139262,148278,149895,159361,163747,177890,173916,178584,182489,202751,196829,203861,213828,244863,237169,239342,240830,263517,244852,240660,236279,249490,222266,209865,209169,230578,218803,222824,230220,274195,279336,296875,299437,360884,344163,346976,319462,358328,346545,359366,333683,377429,366259,374616,345863,360228,330796,321415,292227,297290,284304,274739,272353,285099,287254,275206,293182,344635,351371,332449,395286,465269,477800,492500,512327,570832,505652,489673,495117,472380,470831,475839,466105,473763,511787,566415,562500,518994,557522,602773,535425,487358,550191,626940,532378,490382,573143,665084,519539,467322,567149,677846
4233,E09000030,Tower Hamlets,E01004271,Tower Hamlets 014C,33848,37068,39900,41579,44137,46685,48183,50335,50221,52177,53934,58843,59293,62349,64895,72437,74766,79067,86477,97327,102342,106534,111632,116979,118664,120733,127564,132598,135608,139076,144032,147954,149353,150370,151591,152997,156315,157646,152665,155080,160514,161293,160383,167794,178559,182896,186431,197414,208483,213450,217622,230235,227152,220598,213414,210741,213222,210592,207008,209793,219614,220634,223853,226156,233411,235000,241284,243245,247423,249546,259620,260024,259434,262757,282063,290407,300246,302500,327925,342572,360059,362174,391265,410643,435896,436068,480371,499706,496668,483271,499192,499857,490257,474775,465918,454703,425541,424122,422022,422671,399717,422846,425025,435383,411096,449607,450109,464804
4234,E09000030,Tower Hamlets,E01004272,Tower Hamlets 014D,31983,39646,42526,34169,36253,42452,45124,42684,43872,47135,47271,49097,50317,52487,53597,61877,66002,74312,78535,94109,104740,115628,119081,127768,130313,134072,129992,131298,133656,137413,136128,139534,144136,149752,155455,159372,161028,163542,168643,171595,174916,174500,175957,176033,181687,186653,190203,194484,208844,208112,207635,209143,218929,221636,219699,217069,219317,217703,213691,210757,210021,214915,217449,221518,223697,240714,241801,240101,230954,249874,238428,230771,216880,266688,251346,250568,239934,319628,312103,320731,323050,429657,388688,386137,410064,465000,425401,406953,441588,430221,420448,418759,498220,499250,491576,443511,493185,444734,381186,375872,451445,414546,380749,386358,473025,428469,389889,404012
4235,E09000030,Tower Hamlets,E01004273,Tower Hamlets 014E,64735,64567,64625,69116,60880,64122,61984,64650,53291,63855,68116,80670,75832,94634,97771,103726,89258,100253,94965,97590,95687,113926,111230,112181,117175,131317,129097,130207,135163,141256,138475,137421,140145,142773,151749,165517,175802,182713,193025,197271,199309,195678,192999,197696,209039,218280,228855,234794,243586,247927,247790,247010,251230,254603,254056,261951,267043,275126,279461,295510,301880,304078,299680,303244,301732,301121,297644,297420,306714,306663,309711,311902,329663,333550,340590,349546,373968,384683,393497,398259,410007,413007,413477,424579,434940,443432,444178,447790,453852,455787,449654,438805,433308,425604,416404,398905,401109,399922,394225,383218,399574,399379,394939,390858,424692,430006,419597,415035
4236,E09000030,Tower Hamlets,E01004274,Tower Hamlets 031A,70471,79529,78835,85205,104686,118044,118953,124649,132984,143622,144112,151739,157304,171912,175818,182046,177836,182520,184834,193351,197535,209923,222551,240313,245878,252978,256209,264230,265054,273960,272066,274084,274375,282093,281932,284209,285201,290804,286773,275576,273688,276003,280007,278713,292002,311255,336328,341703,354946,371033,382036,361858,350827,345835,348610,333623,329615,331960,344615,340795,352076,367206,388698,395308,407298,410173,409415,397518,389747,384591,381060,372707,379096,381500,382982,374063,397341,403509,405529,409857,420977,407031,425000,433689,439387,439115,488911,521626,505838,524555,622647,584596,585595,566383,672418,592839,500000,543358,723390,677415,621621,675000,793934,671774,434168,528010,668321,531445
